"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
6.014625000E-2,-2.277624756E-1,8.015750885E0,5.239335537E0
6.215083300E-2,-1.463162005E-1,8.039705276E0,5.210589409E0
6.415541700E-2,-8.882471919E-2,8.068450928E0,5.162680149E0
6.616000000E-2,-2.654226869E-2,8.073242188E0,5.143516064E0
6.816458300E-2,3.574017063E-2,8.106779099E0,5.129143238E0
7.016916700E-2,7.406783104E-2,8.140316010E0,5.062069893E0
7.217375000E-2,1.171864420E-1,8.159479141E0,5.023742199E0
7.417833300E-2,1.746779233E-1,8.197807312E0,4.985414505E0
7.618291700E-2,2.130055875E-1,8.236134529E0,4.951878071E0
7.818750000E-2,2.609151602E-1,8.260089874E0,4.932713985E0
8.019208300E-2,2.848699391E-1,8.298417091E0,4.894386292E0
8.219666700E-2,2.992427945E-1,8.312789917E0,4.870431423E0
8.420125000E-2,3.423614502E-1,8.355908394E0,4.851267815E0
8.620578100E-2,3.711071610E-1,8.365490913E0,4.841685772E0
8.821031300E-2,3.998529315E-1,8.370281219E0,4.832104206E0
9.021484400E-2,4.046438932E-1,8.394236565E0,4.827312946E0
9.221937500E-2,4.333896041E-1,8.403818130E0,4.803358078E0
9.422390600E-2,4.285986423E-1,8.418190956E0,4.784194469E0
9.622843800E-2,4.046438932E-1,8.432563782E0,4.793776512E0
9.823296900E-2,3.854800463E-1,8.422982216E0,4.784194469E0
1.002375000E-1,3.615252376E-1,8.418190956E0,4.779403687E0
1.022420310E-1,3.471523523E-1,8.427773476E0,4.788985252E0
1.042465630E-1,3.088247180E-1,8.422982216E0,4.784194469E0
1.062510940E-1,2.896609008E-1,8.456519127E0,4.793776512E0
1.082556250E-1,2.465422899E-1,8.451727867E0,4.808149338E0
1.102601560E-1,2.177965343E-1,8.470891953E0,4.798567295E0
1.122646880E-1,1.890507936E-1,8.485264778E0,4.793776512E0
1.142692190E-1,1.555140913E-1,8.504427910E0,4.832104206E0
1.162737500E-1,1.219773963E-1,8.533174515E0,4.836894989E0
1.182782810E-1,9.323165566E-2,8.523591995E0,4.875222683E0
1.202828130E-1,4.053112864E-2,8.542756081E0,4.903968334E0
1.222873440E-1,6.994426250E-3,8.542756081E0,4.937505245E0
1.242918750E-1,-3.133323044E-2,8.542756081E0,4.961459637E0
1.262964060E-1,-9.361566603E-2,8.537964821E0,4.985414505E0
1.283009380E-1,-1.415252388E-1,8.523591995E0,5.018951416E0
1.303054690E-1,-1.654800326E-1,8.518801689E0,5.062069893E0
1.323100000E-1,-2.277624756E-1,8.504427910E0,5.095606804E0
1.343145310E-1,-2.612991929E-1,8.504427910E0,5.114770412E0
1.363191150E-1,-3.139997125E-1,8.509219170E0,5.157888889E0
1.383236980E-1,-3.427454233E-1,8.504427910E0,5.196216583E0
1.403282810E-1,-3.906549811E-1,8.518801689E0,5.215380669E0
1.423328650E-1,-4.241917133E-1,8.523591995E0,5.253708363E0
1.443374480E-1,-4.289826751E-1,8.523591995E0,5.287244797E0
1.463420310E-1,-4.529374838E-1,8.552337646E0,5.296826839E0
1.483466150E-1,-4.816831946E-1,8.576292992E0,5.315990448E0
1.503511980E-1,-4.816831946E-1,8.590665817E0,5.349527359E0
1.523557810E-1,-5.104289651E-1,8.590665817E0,5.368690968E0
1.543603650E-1,-5.056380033E-1,8.619411469E0,5.397437096E0
1.563649480E-1,-5.343837142E-1,8.628993034E0,5.411809921E0
1.583695310E-1,-5.200108886E-1,8.624202728E0,5.426182747E0
1.603741150E-1,-5.104289651E-1,8.648157120E0,5.430973530E0
1.623786980E-1,-5.248018503E-1,8.633784294E0,5.450137615E0
1.643832810E-1,-5.008470416E-1,8.624202728E0,5.464510441E0
1.663878650E-1,-4.816831946E-1,8.624202728E0,5.474092007E0
1.683924480E-1,-4.768922329E-1,8.619411469E0,5.493256092E0
1.703970310E-1,-4.625194073E-1,8.614620209E0,5.507628918E0
1.724016150E-1,-4.194007516E-1,8.609828949E0,5.517210960E0
1.744061980E-1,-4.050278664E-1,8.585874557E0,5.522001743E0
1.764107810E-1,-3.667002320E-1,8.595456123E0,5.550747395E0
1.784153650E-1,-3.331634998E-1,8.590665817E0,5.565120220E0
1.804199480E-1,-3.092087507E-1,8.552337646E0,5.579493523E0
1.824245310E-1,-2.421353310E-1,8.557128906E0,5.603447914E0
1.844291150E-1,-1.990167350E-1,8.552337646E0,5.613029957E0
1.864336980E-1,-1.654800326E-1,8.504427910E0,5.617820740E0
1.884382810E-1,-1.415252388E-1,8.494846344E0,5.622612000E0
1.904428650E-1,-1.079885364E-1,8.480473518E0,5.636984825E0
1.924474480E-1,-7.924279571E-2,8.475682259E0,5.665730476E0
1.944520310E-1,-5.528801680E-2,8.437355042E0,5.646566868E0
1.964566150E-1,-3.133323044E-2,8.422982216E0,5.660939693E0
1.984611980E-1,2.203471959E-3,8.413399696E0,5.656148434E0
2.004657810E-1,1.657634228E-2,8.384654045E0,5.665730476E0
2.024703650E-1,5.011304095E-2,8.365490913E0,5.660939693E0
2.044749480E-1,7.406783104E-2,8.327162743E0,5.684894562E0
2.064795310E-1,5.969495699E-2,8.307998657E0,5.684894562E0
2.084841150E-1,8.844070137E-2,8.260089874E0,5.728013039E0
2.104886980E-1,9.802260995E-2,8.221761703E0,5.723221779E0
2.124932810E-1,1.219773963E-1,8.197807312E0,5.737595081E0
2.144978650E-1,1.219773963E-1,8.193016052E0,5.751967907E0
2.165024480E-1,1.171864420E-1,8.135524750E0,5.756758690E0
2.185070310E-1,1.315593123E-1,8.116360664E0,5.747176647E0
2.205116150E-1,1.123954803E-1,8.082823753E0,5.761549473E0
2.225161980E-1,1.171864420E-1,8.044496536E0,5.761549473E0
2.245207810E-1,1.076045260E-1,8.034914017E0,5.785504341E0
2.265253650E-1,1.028135717E-1,8.001378059E0,5.785504341E0
2.285299480E-1,1.076045260E-1,7.963050365E0,5.790295601E0
2.305345310E-1,1.028135717E-1,7.939095497E0,5.799877167E0
2.325391150E-1,6.448591501E-2,7.919931412E0,5.823832035E0
2.345436980E-1,7.406783104E-2,7.886394978E0,5.819041252E0
2.365482810E-1,4.532208294E-2,7.857649326E0,5.833414078E0
2.385528650E-1,3.574017063E-2,7.824112415E0,5.857368946E0
2.405574480E-1,-7.378444076E-3,7.804948807E0,5.857368946E0
2.425620310E-1,-2.175131440E-2,7.766621113E0,5.857368946E0
2.445666150E-1,-3.612418473E-2,7.752248287E0,5.881323814E0
2.465711980E-1,-7.924279571E-2,7.747457027E0,5.876532555E0
2.485757810E-1,-7.445184886E-2,7.737874985E0,5.890905380E0
2.505803650E-1,-1.031975895E-1,7.718711376E0,5.905278206E0
2.525849480E-1,-1.175704598E-1,7.709129333E0,5.895696640E0
2.545895310E-1,-1.367342919E-1,7.699547768E0,5.900487423E0
2.565941150E-1,-1.463162005E-1,7.694756508E0,5.910069466E0
2.585986980E-1,-1.702709794E-1,7.656428814E0,5.895696640E0
2.606032810E-1,-1.750619411E-1,7.661220074E0,5.890905380E0
2.626078650E-1,-1.894348115E-1,7.646847248E0,5.881323814E0
2.646124480E-1,-2.085986286E-1,7.637265205E0,5.862159729E0
2.666170310E-1,-2.133895904E-1,7.646847248E0,5.866950512E0
2.686216150E-1,-2.229715139E-1,7.651638031E0,5.857368946E0
2.706261980E-1,-2.373443693E-1,7.651638031E0,5.838204861E0
2.726307810E-1,-2.373443693E-1,7.661220074E0,5.833414078E0
2.746353650E-1,-2.660901546E-1,7.651638031E0,5.790295601E0
2.766399480E-1,-2.804629803E-1,7.680383682E0,5.771131516E0
2.786445310E-1,-2.852539420E-1,7.670801640E0,5.756758690E0
2.806491150E-1,-2.708810568E-1,7.675592899E0,5.756758690E0
2.826536980E-1,-2.756720185E-1,7.666010857E0,5.747176647E0
2.846582810E-1,-2.660901546E-1,7.642055988E0,5.732803822E0
2.866628650E-1,-2.708810568E-1,7.656428814E0,5.732803822E0
2.886674480E-1,-2.900449038E-1,7.637265205E0,5.742385864E0
2.906720310E-1,-2.804629803E-1,7.622892380E0,5.747176647E0
2.926766150E-1,-2.756720185E-1,7.632473946E0,5.713640213E0
2.946811980E-1,-2.708810568E-1,7.627683163E0,5.699267387E0
2.966857810E-1,-2.708810568E-1,7.613310337E0,5.704058170E0
2.986903650E-1,-2.660901546E-1,7.613310337E0,5.646566868E0
3.006949480E-1,-2.660901546E-1,7.613310337E0,5.665730476E0
3.026995310E-1,-2.660901546E-1,7.622892380E0,5.651357651E0
3.047041150E-1,-2.565082312E-1,7.622892380E0,5.646566868E0
3.067086980E-1,-2.660901546E-1,7.618101120E0,5.636984825E0
3.087132810E-1,-2.852539420E-1,7.618101120E0,5.627402782E0
3.107178650E-1,-2.996268272E-1,7.642055988E0,5.622612000E0
3.127224480E-1,-2.900449038E-1,7.651638031E0,5.589075089E0
3.147270310E-1,-2.996268272E-1,7.666010857E0,5.593866348E0
3.167316150E-1,-2.996268272E-1,7.661220074E0,5.574702263E0
3.187361980E-1,-3.044177890E-1,7.666010857E0,5.593866348E0
3.207407810E-1,-3.139997125E-1,7.689965725E0,5.598657131E0
3.227453650E-1,-3.187906742E-1,7.694756508E0,5.574702263E0
3.247499480E-1,-3.379544616E-1,7.713920593E0,5.550747395E0
3.267545310E-1,-3.283725977E-1,7.737874985E0,5.531583786E0
3.287591150E-1,-3.235816360E-1,7.728293419E0,5.541165829E0
3.307636980E-1,-3.044177890E-1,7.742666245E0,5.550747395E0
3.327682810E-1,-2.948358655E-1,7.742666245E0,5.565120220E0
3.347728650E-1,-2.996268272E-1,7.757039070E0,5.565120220E0
3.367774480E-1,-2.852539420E-1,7.737874985E0,5.574702263E0
3.387820310E-1,-2.804629803E-1,7.766621113E0,5.589075089E0
3.407866150E-1,-2.804629803E-1,7.766621113E0,5.589075089E0
3.427911980E-1,-2.756720185E-1,7.771411896E0,5.584284306E0
3.447957810E-1,-2.708810568E-1,7.757039070E0,5.593866348E0
3.468003650E-1,-2.612991929E-1,7.766621113E0,5.603447914E0
3.488049480E-1,-2.708810568E-1,7.761829853E0,5.603447914E0
3.508095310E-1,-2.517172694E-1,7.761829853E0,5.603447914E0
3.528141150E-1,-2.517172694E-1,7.752248287E0,5.636984825E0
3.548186980E-1,-2.565082312E-1,7.737874985E0,5.613029957E0
3.568232810E-1,-2.708810568E-1,7.742666245E0,5.627402782E0
3.588278650E-1,-2.708810568E-1,7.718711376E0,5.617820740E0
3.608324480E-1,-2.612991929E-1,7.709129333E0,5.622612000E0
3.628370310E-1,-2.708810568E-1,7.694756508E0,5.617820740E0
3.648416150E-1,-2.948358655E-1,7.680383682E0,5.603447914E0
3.668461980E-1,-2.900449038E-1,7.656428814E0,5.613029957E0
3.688507810E-1,-2.996268272E-1,7.646847248E0,5.608239174E0
3.708553650E-1,-2.996268272E-1,7.627683163E0,5.593866348E0
3.728599480E-1,-2.900449038E-1,7.618101120E0,5.608239174E0
3.748645310E-1,-2.900449038E-1,7.594146729E0,5.613029957E0
3.768691150E-1,-2.804629803E-1,7.574982643E0,5.608239174E0
3.788736980E-1,-2.900449038E-1,7.594146729E0,5.617820740E0
3.808782810E-1,-2.852539420E-1,7.579773426E0,5.632194042E0
3.828828650E-1,-2.948358655E-1,7.570191860E0,5.622612000E0
3.848874480E-1,-2.565082312E-1,7.565400600E0,5.622612000E0
3.868920310E-1,-2.373443693E-1,7.574982643E0,5.622612000E0
3.888966150E-1,-2.181805521E-1,7.574982643E0,5.598657131E0
3.909011980E-1,-1.750619411E-1,7.574982643E0,5.603447914E0
3.929057810E-1,-1.750619411E-1,7.584564686E0,5.598657131E0
3.949103650E-1,-1.511071622E-1,7.589355469E0,5.593866348E0
3.969149480E-1,-1.271523684E-1,7.603728294E0,5.593866348E0
3.989195310E-1,-1.031975895E-1,7.603728294E0,5.593866348E0
4.009241150E-1,-7.445184886E-2,7.598937511E0,5.589075089E0
4.029286980E-1,-6.486992538E-2,7.603728294E0,5.579493523E0
4.049332810E-1,-5.528801680E-2,7.608519554E0,5.569911480E0
4.069378650E-1,-5.528801680E-2,7.632473946E0,5.555538654E0
4.089424480E-1,-4.091514647E-2,7.622892380E0,5.560329437E0
4.109470310E-1,-2.654226869E-2,7.632473946E0,5.565120220E0
4.129516150E-1,-1.696036011E-2,7.632473946E0,5.555538654E0
4.149561980E-1,2.136730030E-2,7.646847248E0,5.555538654E0
4.169607810E-1,1.178538427E-2,7.666010857E0,5.565120220E0
4.189653650E-1,1.178538427E-2,7.666010857E0,5.536374569E0
4.209699480E-1,-2.587486058E-3,7.670801640E0,5.541165829E0
4.229745310E-1,6.994426250E-3,7.670801640E0,5.550747395E0
4.249791150E-1,2.615825646E-2,7.666010857E0,5.541165829E0
4.269836980E-1,3.094921261E-2,7.670801640E0,5.536374569E0
4.289882810E-1,3.574017063E-2,7.675592899E0,5.536374569E0
4.309928650E-1,4.053112864E-2,7.670801640E0,5.545956612E0
4.329974480E-1,2.615825646E-2,7.675592899E0,5.550747395E0
4.350020310E-1,4.053112864E-2,7.661220074E0,5.545956612E0
4.370066150E-1,6.448591501E-2,7.661220074E0,5.550747395E0
4.390111980E-1,4.532208294E-2,7.666010857E0,5.555538654E0
4.410157810E-1,4.532208294E-2,7.656428814E0,5.550747395E0
4.430203650E-1,6.448591501E-2,7.666010857E0,5.555538654E0
4.450249480E-1,6.448591501E-2,7.675592899E0,5.565120220E0
4.470295310E-1,4.053112864E-2,7.666010857E0,5.569911480E0
4.490341150E-1,6.448591501E-2,7.656428814E0,5.569911480E0
4.510386980E-1,7.885878533E-2,7.661220074E0,5.569911480E0
4.530432810E-1,5.969495699E-2,7.675592899E0,5.565120220E0
4.550478650E-1,7.406783104E-2,7.675592899E0,5.565120220E0
4.570524480E-1,7.406783104E-2,7.666010857E0,5.565120220E0
4.590570310E-1,5.969495699E-2,7.656428814E0,5.555538654E0
4.610616150E-1,6.448591501E-2,7.646847248E0,5.569911480E0
4.630661980E-1,5.969495699E-2,7.627683163E0,5.589075089E0
4.650707810E-1,8.364973962E-2,7.603728294E0,5.579493523E0
4.670753650E-1,9.323165566E-2,7.584564686E0,5.603447914E0
4.690799480E-1,7.885878533E-2,7.551027775E0,5.613029957E0
4.710845310E-1,1.076045260E-1,7.551027775E0,5.636984825E0
4.730891150E-1,1.363502741E-1,7.555819035E0,5.636984825E0
4.750936980E-1,1.842598468E-1,7.546236992E0,5.660939693E0
4.770982810E-1,2.130055875E-1,7.551027775E0,5.636984825E0
4.791028650E-1,2.273784578E-1,7.522282124E0,5.641775608E0
4.811074480E-1,2.657061219E-1,7.536654949E0,5.656148434E0
4.831120310E-1,2.992427945E-1,7.541445732E0,5.646566868E0
4.851166150E-1,3.136156797E-1,7.555819035E0,5.646566868E0
4.871211980E-1,3.136156797E-1,7.574982643E0,5.670521259E0
4.891257810E-1,3.567342758E-1,7.589355469E0,5.660939693E0
4.911303650E-1,3.663161993E-1,7.598937511E0,5.646566868E0
4.931349480E-1,3.902710080E-1,7.618101120E0,5.665730476E0
4.951395310E-1,4.094347954E-1,7.622892380E0,5.651357651E0
4.971441150E-1,4.285986423E-1,7.646847248E0,5.665730476E0
4.991486980E-1,4.333896041E-1,7.651638031E0,5.689685345E0
5.011532810E-1,4.525534511E-1,7.661220074E0,5.694476128E0
5.031578650E-1,4.573444128E-1,7.642055988E0,5.684894562E0
5.051624480E-1,4.381805658E-1,7.670801640E0,5.689685345E0
5.071670310E-1,4.573444128E-1,7.685174465E0,5.718430996E0
5.091716150E-1,4.621353745E-1,7.709129333E0,5.723221779E0
5.111761980E-1,5.100449324E-1,7.713920593E0,5.732803822E0
5.131807810E-1,5.435816050E-1,7.737874985E0,5.771131516E0
5.151853650E-1,5.723273754E-1,7.795366764E0,5.756758690E0
5.171899480E-1,6.202369332E-1,7.824112415E0,5.761549473E0
5.191945310E-1,6.729374528E-1,7.848067284E0,5.751967907E0
5.211991150E-1,7.064741254E-1,7.915140629E0,5.747176647E0
5.232036980E-1,7.687565684E-1,7.963050365E0,5.732803822E0
5.252082810E-1,8.406209350E-1,8.025332451E0,5.747176647E0
5.272128650E-1,9.172762632E-1,8.078033447E0,5.732803822E0
5.292174480E-1,9.460219741E-1,8.130733490E0,5.732803822E0
5.312220310E-1,9.987225533E-1,8.188224792E0,5.723221779E0
5.332266150E-1,1.041841149E0,8.221761703E0,5.704058170E0
5.352311980E-1,1.061004996E0,8.269671440E0,5.689685345E0
5.372357810E-1,1.065795898E0,8.322372437E0,5.689685345E0
5.392403650E-1,1.099332571E0,8.360699654E0,5.699267387E0
5.412449480E-1,1.099332571E0,8.408609390E0,5.708848953E0
5.432495310E-1,1.142451286E0,8.418190956E0,5.694476128E0
5.452541150E-1,1.175987959E0,8.437355042E0,5.680103302E0
5.472586980E-1,1.156824112E0,8.475682259E0,5.665730476E0
5.492632810E-1,1.152033210E0,8.504427910E0,5.651357651E0
5.512678650E-1,1.171196938E0,8.509219170E0,5.646566868E0
5.532724480E-1,1.175987959E0,8.480473518E0,5.627402782E0
5.552770310E-1,1.147242188E0,8.504427910E0,5.641775608E0
5.572816150E-1,1.137660265E0,8.490055084E0,5.641775608E0
5.592861980E-1,1.113705516E0,8.442146301E0,5.617820740E0
5.612907810E-1,1.094541669E0,8.379863739E0,5.622612000E0
5.632953650E-1,1.051423073E0,8.322372437E0,5.636984825E0
5.652999480E-1,1.032259226E0,8.260089874E0,5.646566868E0
5.673045310E-1,9.843496680E-1,8.193016052E0,5.656148434E0
5.693091150E-1,9.364401102E-1,8.149897575E0,5.680103302E0
5.713136980E-1,8.933214545E-1,8.068450928E0,5.684894562E0
5.733182810E-1,8.214571476E-1,8.025332451E0,5.718430996E0
5.753228650E-1,8.118752241E-1,7.958259106E0,5.747176647E0
5.773274480E-1,7.783384919E-1,7.886394978E0,5.799877167E0
5.793320310E-1,7.160560489E-1,7.862440109E0,5.785504341E0
5.813366150E-1,6.825193763E-1,7.838485241E0,5.828622818E0
5.833411980E-1,6.298188567E-1,7.828903198E0,5.833414078E0
5.853457810E-1,5.819092393E-1,7.776202679E0,5.862159729E0
5.873503650E-1,5.771182775E-1,7.771411896E0,5.852577686E0
5.893549480E-1,5.723273754E-1,7.733084202E0,5.876532555E0
5.913595310E-1,5.819092393E-1,7.709129333E0,5.871741772E0
5.933641150E-1,5.867002010E-1,7.699547768E0,5.833414078E0
5.953686980E-1,5.771182775E-1,7.713920593E0,5.814249992E0
5.973732810E-1,5.867002010E-1,7.704338551E0,5.819041252E0
5.993778650E-1,5.962821245E-1,7.718711376E0,5.795086384E0
6.013824480E-1,6.777284145E-1,7.689965725E0,5.790295601E0
6.033870310E-1,6.777284145E-1,7.723502159E0,5.756758690E0
6.053916150E-1,7.400108576E-1,7.709129333E0,5.751967907E0
6.073961980E-1,7.831294537E-1,7.733084202E0,5.723221779E0
6.094007810E-1,8.645757437E-1,7.737874985E0,5.704058170E0
6.114053650E-1,9.124853015E-1,7.742666245E0,5.718430996E0
6.134099480E-1,9.603948593E-1,7.800157547E0,5.675312519E0
6.154145310E-1,1.027468324E0,7.824112415E0,5.613029957E0
6.174191150E-1,1.128078341E0,7.809739590E0,5.603447914E0
6.194236980E-1,1.204733729E0,7.833694458E0,5.608239174E0
6.214282810E-1,1.267016172E0,7.862440109E0,5.584284306E0
6.234328650E-1,1.324507594E0,7.886394978E0,5.550747395E0
6.254374480E-1,1.420326710E0,7.900767803E0,5.526792526E0
6.274420310E-1,1.473027229E0,7.910349846E0,5.522001743E0
6.294466150E-1,1.535309672E0,7.934304237E0,5.483674049E0
6.314511980E-1,1.621546984E0,7.919931412E0,5.459719181E0
6.334557810E-1,1.693411350E0,7.910349846E0,5.459719181E0
6.354603650E-1,1.770066619E0,7.876812935E0,5.469301224E0
6.374649480E-1,1.822767138E0,7.881603718E0,5.464510441E0
6.394695310E-1,1.880258679E0,7.843276501E0,5.426182747E0
6.414741150E-1,1.923377275E0,7.848067284E0,5.421391487E0
6.434786980E-1,1.966495872E0,7.867230892E0,5.426182747E0
6.454832810E-1,2.014405489E0,7.843276501E0,5.421391487E0
6.474878650E-1,2.095851660E0,7.828903198E0,5.430973530E0
6.494924480E-1,2.124597549E0,7.809739590E0,5.435764790E0
6.514970310E-1,2.182088852E0,7.776202679E0,5.421391487E0
6.535016150E-1,2.210834742E0,7.776202679E0,5.430973530E0
6.555061980E-1,2.268326044E0,7.752248287E0,5.450137615E0
6.575107810E-1,2.316235781E0,7.728293419E0,5.459719181E0
6.595153650E-1,2.344981432E0,7.713920593E0,5.464510441E0
6.615199480E-1,2.354563475E0,7.689965725E0,5.474092007E0
6.635245310E-1,2.392890930E0,7.685174465E0,5.478883266E0
6.655291150E-1,2.383309126E0,7.694756508E0,5.459719181E0
6.675336980E-1,2.388100147E0,7.661220074E0,5.483674049E0
6.695382810E-1,2.388100147E0,7.656428814E0,5.493256092E0
6.715428650E-1,2.373727322E0,7.675592899E0,5.483674049E0
6.735474480E-1,2.368936300E0,7.661220074E0,5.498046875E0
6.755520310E-1,2.402472973E0,7.642055988E0,5.555538654E0
6.775566150E-1,2.392890930E0,7.598937511E0,5.579493523E0
6.795611980E-1,2.373727322E0,7.618101120E0,5.593866348E0
6.815657810E-1,2.354563475E0,7.570191860E0,5.627402782E0
6.835703650E-1,2.273117065E0,7.603728294E0,5.641775608E0
6.855749480E-1,2.249162436E0,7.589355469E0,5.689685345E0
6.875795310E-1,2.244371414E0,7.551027775E0,5.728013039E0
6.895841150E-1,2.186879873E0,7.541445732E0,5.732803822E0
6.915886980E-1,2.148552179E0,7.555819035E0,5.761549473E0
6.935932810E-1,2.115015507E0,7.555819035E0,5.771131516E0
6.955978650E-1,2.076687813E0,7.546236992E0,5.775922298E0
6.976024480E-1,2.009614468E0,7.541445732E0,5.804668427E0
6.996070310E-1,2.009614468E0,7.551027775E0,5.847786903E0
7.016116150E-1,1.961704850E0,7.517491341E0,5.857368946E0
7.036161980E-1,1.932959199E0,7.512700081E0,5.838204861E0
7.056207810E-1,1.880258679E0,7.488745213E0,5.871741772E0
7.076253650E-1,1.856303811E0,7.455208778E0,5.886114597E0
7.096299480E-1,1.808394313E0,7.459999561E0,5.910069466E0
7.116345310E-1,1.779648542E0,7.459999561E0,5.919651031E0
7.136391150E-1,1.774857521E0,7.450417995E0,5.919651031E0
7.156436980E-1,1.741320848E0,7.436044693E0,5.948397160E0
7.176482810E-1,1.760484695E0,7.378553391E0,5.938815117E0
7.196528650E-1,1.746111870E0,7.349807739E0,5.962769985E0
7.216574480E-1,1.726948023E0,7.321062088E0,5.943605900E0
7.236620310E-1,1.726948023E0,7.306689262E0,5.938815117E0
7.256666150E-1,1.702993274E0,7.306689262E0,5.948397160E0
7.276711980E-1,1.722157001E0,7.287525177E0,5.938815117E0
7.296757810E-1,1.702993274E0,7.277943134E0,5.943605900E0
7.316803650E-1,1.698202252E0,7.258779526E0,5.957978725E0
7.336849480E-1,1.722157001E0,7.263570309E0,5.934024334E0
7.356895310E-1,1.741320848E0,7.225242615E0,5.957978725E0
7.376941150E-1,1.760484695E0,7.210869789E0,5.900487423E0
7.396986980E-1,1.784439445E0,7.172542095E0,5.924442291E0
7.417032810E-1,1.789230466E0,7.153378487E0,5.938815117E0
7.437078650E-1,1.822767138E0,7.129423618E0,5.929233074E0
7.457124480E-1,1.822767138E0,7.129423618E0,5.910069466E0
7.477170310E-1,1.822767138E0,7.115050793E0,5.910069466E0
7.497216150E-1,1.832349062E0,7.095887184E0,5.905278206E0
7.517261980E-1,1.861094832E0,7.076723099E0,5.900487423E0
7.537307810E-1,1.865885735E0,7.067141056E0,5.886114597E0
7.557353650E-1,1.865885735E0,7.071932316E0,5.881323814E0
7.577399480E-1,1.894631505E0,7.047977448E0,5.876532555E0
7.597445310E-1,1.942541122E0,7.043186665E0,5.871741772E0
7.617491150E-1,1.961704850E0,7.047977448E0,5.857368946E0
7.637536980E-1,2.014405489E0,7.038395405E0,5.862159729E0
7.657582810E-1,2.047942162E0,7.047977448E0,5.881323814E0
7.677628650E-1,2.081478834E0,7.057559490E0,5.886114597E0
7.697674480E-1,2.062314987E0,7.047977448E0,5.890905380E0
7.717720310E-1,2.091060638E0,7.047977448E0,5.905278206E0
7.737766150E-1,2.119806528E0,7.062350273E0,5.929233074E0
7.757811980E-1,2.119806528E0,7.081513882E0,5.866950512E0
7.777857810E-1,2.186879873E0,7.091095924E0,5.857368946E0
7.797903650E-1,2.215625525E0,7.091095924E0,5.871741772E0
7.817949480E-1,2.258744240E0,7.124632835E0,5.890905380E0
7.837995310E-1,2.287489891E0,7.124632835E0,5.862159729E0
7.858041150E-1,2.330608606E0,7.129423618E0,5.842996120E0
7.878086980E-1,2.359354258E0,7.124632835E0,5.838204861E0
7.898132810E-1,2.378518105E0,7.143796444E0,5.828622818E0
7.918178650E-1,2.431218624E0,7.134214401E0,5.876532555E0
7.938224480E-1,2.493501186E0,7.091095924E0,5.895696640E0
7.958270310E-1,2.536619663E0,7.047977448E0,5.886114597E0
7.978316150E-1,2.522246838E0,7.033604622E0,5.895696640E0
7.998361980E-1,2.579738379E0,7.004858971E0,5.876532555E0
8.018407810E-1,2.632438898E0,6.952158451E0,5.866950512E0
8.038453650E-1,2.632438898E0,6.928203583E0,5.847786903E0
8.058499480E-1,2.656393766E0,6.899457932E0,5.799877167E0
8.078545310E-1,2.651602745E0,6.889875889E0,5.713640213E0
8.098591150E-1,2.680348396E0,6.894666672E0,5.651357651E0
8.118636980E-1,2.680348396E0,6.885084629E0,5.584284306E0
8.138682810E-1,2.733048916E0,6.841966152E0,5.569911480E0
